PM2.5 AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,AQI Category Numerical,AQI Category
49,1,49,0,0,Good
27,0,16,1,0,Good
35,0,21,1,0,Good
106,4,25,2,5,Unhealthy for Sensitive Groups
36,0,28,2,0,Good
82,3,2,6,1,Moderate
500,1,41,0,4,Hazardous
154,0,39,0,2,Unhealthy
61,1,26,2,1,Moderate
51,1,41,0,1,Moderate
31,1,29,3,0,Good
29,1,27,2,0,Good
62,0,42,0,1,Moderate
47,1,47,1,0,Good
147,3,147,1,5,Unhealthy for Sensitive Groups
64,1,37,0,1,Moderate
117,2,117,0,5,Unhealthy for Sensitive Groups
175,1,47,0,2,Unhealthy
68,1,51,0,1,Moderate
46,1,46,1,0,Good
233,3,172,2,3,Very Unhealthy
61,1,31,0,1,Moderate
64,1,29,1,1,Moderate
85,2,8,9,1,Moderate
30,0,14,0,0,Good
50,1,24,3,0,Good
56,2,44,3,1,Moderate
139,2,29,3,5,Unhealthy for Sensitive Groups
35,1,27,3,0,Good
34,0,34,0,0,Good
51,2,40,0,1,Moderate
27,1,27,0,0,Good
170,8,8,8,2,Unhealthy
152,3,7,11,2,Unhealthy
60,1,17,0,1,Moderate
39,1,39,1,0,Good
30,1,28,2,0,Good
32,0,32,1,0,Good
31,1,28,2,0,Good
54,1,29,3,1,Moderate
46,1,41,0,0,Good
79,2,30,7,1,Moderate
46,1,18,3,0,Good
108,2,20,2,5,Unhealthy for Sensitive Groups
36,0,36,1,0,Good
115,2,47,1,5,Unhealthy for Sensitive Groups
74,0,24,0,1,Moderate
30,1,30,1,0,Good
58,1,27,9,1,Moderate
38,1,38,2,0,Good
73,1,39,0,1,Moderate
38,1,26,3,0,Good
80,1,18,9,1,Moderate
61,1,33,4,1,Moderate
39,1,39,0,0,Good
20,1,20,0,0,Good
94,1,22,1,1,Moderate
48,1,23,3,0,Good
85,1,18,1,1,Moderate
67,1,37,1,1,Moderate
31,1,31,0,0,Good
72,2,3,6,1,Moderate
21,0,15,0,0,Good
65,1,18,0,1,Moderate
51,1,22,0,1,Moderate
61,1,23,4,1,Moderate
44,1,44,1,0,Good
16,1,16,1,0,Good
37,1,26,1,0,Good
235,4,203,3,3,Very Unhealthy
67,1,31,1,1,Moderate
50,1,50,0,0,Good
50,1,32,5,0,Good
99,2,18,8,1,Moderate
44,1,15,2,0,Good
70,2,26,10,1,Moderate
54,1,46,0,1,Moderate
106,3,53,6,5,Unhealthy for Sensitive Groups
159,1,39,0,2,Unhealthy
36,1,36,1,0,Good
97,0,29,0,1,Moderate
152,1,23,1,2,Unhealthy
23,0,23,1,0,Good
51,1,21,5,1,Moderate
35,1,35,0,0,Good
57,2,3,9,1,Moderate
53,1,18,6,1,Moderate
38,1,23,3,0,Good
58,1,37,1,1,Moderate
42,1,26,0,0,Good
42,1,21,0,0,Good
380,3,148,1,4,Hazardous
425,1,93,1,4,Hazardous
94,3,36,0,1,Moderate
25,0,25,0,0,Good
97,3,14,33,1,Moderate
67,1,24,1,1,Moderate
61,1,45,4,1,Moderate
62,1,45,4,1,Moderate
27,1,11,1,0,Good
152,2,129,1,2,Unhealthy
57,1,34,1,1,Moderate
32,0,16,0,0,Good
47,1,33,1,0,Good
43,1,43,1,0,Good
39,1,25,3,0,Good
36,0,36,0,0,Good
129,1,52,2,5,Unhealthy for Sensitive Groups
162,0,29,0,2,Unhealthy
38,2,14,0,0,Good
292,2,140,1,3,Very Unhealthy
31,1,31,1,0,Good
154,1,41,0,2,Unhealthy
84,2,34,0,1,Moderate
55,1,14,0,1,Moderate
55,1,23,0,1,Moderate
57,1,37,0,1,Moderate
500,1,56,1,4,Hazardous
56,1,45,0,1,Moderate
46,0,20,0,0,Good
51,1,49,0,1,Moderate
199,1,56,1,2,Unhealthy
79,1,18,0,1,Moderate
64,1,34,1,1,Moderate
96,3,2,6,1,Moderate
71,2,3,7,1,Moderate
30,1,30,3,0,Good
82,1,30,1,1,Moderate
54,1,27,0,1,Moderate
60,2,14,2,1,Moderate
26,0,26,0,0,Good
54,1,45,0,1,Moderate
83,1,28,18,1,Moderate
168,4,11,8,2,Unhealthy
30,0,30,0,0,Good
69,1,56,0,1,Moderate
72,1,46,0,1,Moderate
42,1,42,0,0,Good
38,1,32,2,0,Good
24,0,10,0,0,Good
166,4,66,9,2,Unhealthy
103,2,26,12,5,Unhealthy for Sensitive Groups
44,1,32,4,0,Good
59,1,16,1,1,Moderate
84,1,11,0,1,Moderate
40,1,40,0,0,Good
35,1,35,0,0,Good
37,0,37,0,0,Good
42,1,42,0,0,Good
40,1,27,0,0,Good
150,3,23,10,2,Unhealthy
63,1,63,0,1,Moderate
115,1,42,0,5,Unhealthy for Sensitive Groups
72,2,27,3,1,Moderate
80,3,2,21,1,Moderate
80,2,27,14,1,Moderate
23,0,23,1,0,Good
98,1,56,0,1,Moderate
160,6,9,12,2,Unhealthy
33,1,33,0,0,Good
57,1,43,1,1,Moderate
139,1,49,0,5,Unhealthy for Sensitive Groups
50,1,47,0,0,Good
52,1,33,1,1,Moderate
53,1,39,4,1,Moderate
36,1,36,1,0,Good
193,13,5,25,2,Unhealthy
41,1,41,1,0,Good
52,1,36,1,1,Moderate
129,3,39,7,5,Unhealthy for Sensitive Groups
22,0,22,0,0,Good
29,1,29,0,0,Good
42,1,22,0,0,Good
64,1,60,0,1,Moderate
71,1,47,0,1,Moderate
118,1,19,0,5,Unhealthy for Sensitive Groups
78,2,78,1,1,Moderate
165,6,82,16,2,Unhealthy
168,4,71,7,2,Unhealthy
68,1,68,0,1,Moderate
44,1,44,0,0,Good
52,1,39,1,1,Moderate
42,1,42,0,0,Good
53,1,44,0,1,Moderate
60,1,46,5,1,Moderate
159,2,40,3,2,Unhealthy
67,1,67,1,1,Moderate
72,1,72,0,1,Moderate
27,0,27,0,0,Good
181,5,80,7,2,Unhealthy
55,1,14,3,1,Moderate
131,1,35,2,5,Unhealthy for Sensitive Groups
58,1,11,2,1,Moderate
72,2,29,3,1,Moderate
40,1,37,2,0,Good
76,2,19,4,1,Moderate
181,6,53,15,2,Unhealthy
56,2,18,3,1,Moderate
42,1,42,0,0,Good
40,0,29,0,0,Good
70,1,25,6,1,Moderate
78,1,38,0,1,Moderate
153,2,29,5,2,Unhealthy
18,0,18,0,0,Good
41,0,41,0,0,Good
95,1,34,0,1,Moderate
50,1,50,0,0,Good
141,4,76,6,5,Unhealthy for Sensitive Groups
52,1,39,1,1,Moderate
50,2,50,1,0,Good
37,1,21,0,0,Good
36,1,27,0,0,Good
84,2,12,21,1,Moderate
39,1,39,0,0,Good
48,1,48,1,0,Good
44,1,42,1,0,Good
167,3,125,2,2,Unhealthy
105,1,38,0,5,Unhealthy for Sensitive Groups
55,1,47,4,1,Moderate
50,1,38,1,0,Good
64,1,53,0,1,Moderate
46,1,46,1,0,Good
38,1,37,1,0,Good
34,1,34,1,0,Good
43,1,43,0,0,Good
149,1,26,4,5,Unhealthy for Sensitive Groups
55,1,19,1,1,Moderate
35,1,35,1,0,Good
54,1,30,2,1,Moderate
48,1,48,0,0,Good
175,1,41,0,2,Unhealthy
39,1,34,6,0,Good
41,0,26,0,0,Good
144,3,24,9,5,Unhealthy for Sensitive Groups
28,0,16,0,0,Good
131,3,24,7,5,Unhealthy for Sensitive Groups
67,1,28,2,1,Moderate
110,1,38,0,5,Unhealthy for Sensitive Groups
36,1,11,0,0,Good
59,1,59,0,1,Moderate
82,1,82,1,1,Moderate
114,3,36,3,5,Unhealthy for Sensitive Groups
151,4,21,22,2,Unhealthy
183,10,3,44,2,Unhealthy
160,4,70,3,2,Unhealthy
158,3,51,6,2,Unhealthy
64,1,18,3,1,Moderate
77,1,30,1,1,Moderate
65,1,22,12,1,Moderate
35,1,35,0,0,Good
51,1,38,1,1,Moderate
142,1,35,4,5,Unhealthy for Sensitive Groups
156,4,25,10,2,Unhealthy
59,1,47,0,1,Moderate
126,2,21,1,5,Unhealthy for Sensitive Groups
151,4,14,4,2,Unhealthy
24,1,18,0,0,Good
75,2,26,11,1,Moderate
66,1,59,0,1,Moderate
68,1,34,4,1,Moderate
28,1,28,2,0,Good
43,1,43,0,0,Good
49,1,37,2,0,Good
72,1,44,0,1,Moderate
63,1,63,0,1,Moderate
45,1,45,2,0,Good
42,1,42,2,0,Good
49,1,49,4,0,Good
55,1,27,10,1,Moderate
64,1,64,0,1,Moderate
20,1,19,0,0,Good
39,1,6,0,0,Good
60,1,36,4,1,Moderate
152,3,24,18,2,Unhealthy
47,1,24,0,0,Good
21,0,7,0,0,Good
51,1,41,0,1,Moderate
41,0,41,1,0,Good
103,1,24,4,5,Unhealthy for Sensitive Groups
184,11,3,29,2,Unhealthy
180,9,9,27,2,Unhealthy
52,1,38,2,1,Moderate
34,1,34,0,0,Good
50,1,27,6,0,Good
48,1,48,1,0,Good
57,1,29,1,1,Moderate
62,1,33,2,1,Moderate
42,1,42,0,0,Good
28,0,28,0,0,Good
51,1,31,0,1,Moderate
53,1,44,0,1,Moderate
50,1,44,1,0,Good
42,1,32,1,0,Good
36,1,19,1,0,Good
67,1,67,3,1,Moderate
160,1,33,0,2,Unhealthy
19,0,19,0,0,Good
72,1,40,2,1,Moderate
57,1,19,0,1,Moderate
32,0,32,0,0,Good
41,1,41,0,0,Good
27,0,11,0,0,Good
163,4,41,6,2,Unhealthy
50,1,31,6,0,Good
55,1,46,0,1,Moderate
41,1,41,0,0,Good
40,1,40,0,0,Good
38,1,38,0,0,Good
82,2,26,5,1,Moderate
31,0,18,1,0,Good
80,1,48,0,1,Moderate
49,1,40,2,0,Good
65,1,65,0,1,Moderate
157,4,33,10,2,Unhealthy
55,1,55,2,1,Moderate
103,5,27,10,5,Unhealthy for Sensitive Groups
94,2,43,2,1,Moderate
72,2,16,1,1,Moderate
173,6,36,14,2,Unhealthy
29,0,23,0,0,Good
38,1,38,0,0,Good
141,3,47,4,5,Unhealthy for Sensitive Groups
38,1,38,1,0,Good
44,1,44,0,0,Good
59,2,38,8,1,Moderate
40,1,39,0,0,Good
40,1,31,4,0,Good
40,1,40,1,0,Good
60,1,46,5,1,Moderate
49,1,40,1,0,Good
42,1,41,3,0,Good
90,1,67,0,1,Moderate
33,1,33,0,0,Good
69,1,28,3,1,Moderate
71,1,36,5,1,Moderate
38,0,38,0,0,Good
34,1,34,1,0,Good
19,0,19,0,0,Good
20,0,20,0,0,Good
70,1,35,6,1,Moderate
63,1,63,0,1,Moderate
55,1,48,0,1,Moderate
56,1,55,0,1,Moderate
32,1,27,0,0,Good
52,1,32,4,1,Moderate
53,1,47,0,1,Moderate
87,1,39,5,1,Moderate
48,1,37,1,0,Good
123,1,29,0,5,Unhealthy for Sensitive Groups
91,1,25,1,1,Moderate
81,2,42,3,1,Moderate
48,1,27,0,0,Good
52,1,42,0,1,Moderate
60,1,44,1,1,Moderate
44,1,38,1,0,Good
61,1,23,0,1,Moderate
109,1,37,0,5,Unhealthy for Sensitive Groups
54,1,54,0,1,Moderate
43,1,43,2,0,Good
154,4,33,8,2,Unhealthy
51,1,43,0,1,Moderate
57,1,42,1,1,Moderate
58,1,46,0,1,Moderate
57,1,57,1,1,Moderate
42,1,42,3,0,Good
68,1,67,0,1,Moderate
38,1,38,0,0,Good
80,1,80,0,1,Moderate
50,1,27,7,0,Good
144,4,36,8,5,Unhealthy for Sensitive Groups
30,1,17,0,0,Good
40,0,40,1,0,Good
163,4,45,8,2,Unhealthy
186,2,32,5,2,Unhealthy
17,0,17,0,0,Good
71,2,7,3,1,Moderate
151,4,20,11,2,Unhealthy
54,1,45,0,1,Moderate
67,2,5,2,1,Moderate
32,1,21,0,0,Good
46,1,38,1,0,Good
176,5,113,9,2,Unhealthy
49,1,37,2,0,Good
71,1,39,3,1,Moderate
141,4,25,9,5,Unhealthy for Sensitive Groups
91,2,31,6,1,Moderate
48,1,29,0,0,Good
37,1,35,1,0,Good
31,0,31,0,0,Good
48,1,35,1,0,Good
61,1,42,0,1,Moderate
33,1,23,0,0,Good
65,1,32,0,1,Moderate
45,1,45,1,0,Good
41,1,27,6,0,Good
54,1,38,2,1,Moderate
60,1,26,1,1,Moderate
30,1,30,1,0,Good
56,1,48,0,1,Moderate
61,1,47,0,1,Moderate
80,2,10,0,1,Moderate
83,1,49,0,1,Moderate
45,1,45,0,0,Good
59,1,40,0,1,Moderate
55,1,37,1,1,Moderate
64,1,64,0,1,Moderate
61,1,61,1,1,Moderate
54,1,30,0,1,Moderate
38,1,38,0,0,Good
50,1,22,7,0,Good
89,1,64,0,1,Moderate
79,1,55,0,1,Moderate
51,1,51,0,1,Moderate
22,0,22,0,0,Good
53,1,20,0,1,Moderate
51,1,49,0,1,Moderate
68,1,20,4,1,Moderate
79,2,14,4,1,Moderate
71,1,61,0,1,Moderate
81,2,16,10,1,Moderate
168,8,22,31,2,Unhealthy
46,1,46,0,0,Good
36,0,17,0,0,Good
47,1,40,2,0,Good
114,1,43,0,5,Unhealthy for Sensitive Groups
67,2,20,1,1,Moderate
55,1,21,2,1,Moderate
155,2,33,6,2,Unhealthy
66,1,66,0,1,Moderate
38,1,38,2,0,Good
30,1,23,0,0,Good
45,1,45,0,0,Good
83,1,27,0,1,Moderate
61,1,43,1,1,Moderate
97,1,97,1,1,Moderate
68,1,21,3,1,Moderate
161,4,43,13,2,Unhealthy
38,0,38,0,0,Good
63,2,20,1,1,Moderate
43,1,43,0,0,Good
52,0,28,6,1,Moderate
115,1,39,1,5,Unhealthy for Sensitive Groups
60,1,40,0,1,Moderate
57,1,19,0,1,Moderate
8,0,7,0,0,Good
129,1,32,3,5,Unhealthy for Sensitive Groups
35,1,29,1,0,Good
121,0,29,0,5,Unhealthy for Sensitive Groups
32,0,14,0,0,Good
86,1,67,0,1,Moderate
37,1,22,1,0,Good
56,1,20,7,1,Moderate
167,5,17,25,2,Unhealthy
59,1,59,0,1,Moderate
40,1,40,0,0,Good
46,1,46,3,0,Good
69,1,45,1,1,Moderate
83,2,21,20,1,Moderate
34,1,34,0,0,Good
192,7,15,17,2,Unhealthy
35,1,35,0,0,Good
43,1,43,0,0,Good
41,1,22,1,0,Good
23,0,23,0,0,Good
21,0,21,0,0,Good
87,1,33,4,1,Moderate
17,0,17,0,0,Good
31,1,17,1,0,Good
51,1,51,1,1,Moderate
72,1,44,0,1,Moderate
49,1,21,3,0,Good
133,4,25,9,5,Unhealthy for Sensitive Groups
134,4,16,22,5,Unhealthy for Sensitive Groups
41,1,41,0,0,Good
94,3,33,1,1,Moderate
69,1,17,2,1,Moderate
42,1,21,6,0,Good
83,1,83,0,1,Moderate
36,1,36,1,0,Good
48,1,41,2,0,Good
59,1,51,0,1,Moderate
59,1,31,0,1,Moderate
115,3,47,2,5,Unhealthy for Sensitive Groups
42,1,42,0,0,Good
151,4,32,9,2,Unhealthy
136,2,25,4,5,Unhealthy for Sensitive Groups
40,1,39,0,0,Good
64,1,45,1,1,Moderate
40,1,40,0,0,Good
164,6,25,14,2,Unhealthy
167,3,103,2,2,Unhealthy
94,2,21,5,1,Moderate
85,1,29,1,1,Moderate
47,1,23,0,0,Good
20,0,20,0,0,Good
156,2,15,11,2,Unhealthy
55,1,50,0,1,Moderate
28,0,23,0,0,Good
153,4,42,5,2,Unhealthy
70,1,67,0,1,Moderate
57,1,24,0,1,Moderate
41,0,41,0,0,Good
91,2,82,0,1,Moderate
148,1,29,2,5,Unhealthy for Sensitive Groups
68,1,36,5,1,Moderate
79,2,16,0,1,Moderate
37,1,6,1,0,Good
57,1,38,2,1,Moderate
187,4,187,3,2,Unhealthy
24,0,18,0,0,Good
176,4,176,1,2,Unhealthy
194,4,194,1,2,Unhealthy
94,1,36,1,1,Moderate
170,4,158,1,2,Unhealthy
162,2,108,0,2,Unhealthy
79,1,32,4,1,Moderate
93,5,14,3,1,Moderate
70,2,15,0,1,Moderate
40,1,40,0,0,Good
156,3,93,2,2,Unhealthy
75,2,16,18,1,Moderate
30,1,30,0,0,Good
44,1,33,4,0,Good
34,1,29,3,0,Good
61,1,37,2,1,Moderate
69,1,41,2,1,Moderate
53,1,28,3,1,Moderate
50,1,21,0,0,Good
39,1,33,0,0,Good
59,1,16,0,1,Moderate
48,1,39,0,0,Good
116,2,52,1,5,Unhealthy for Sensitive Groups
61,1,10,4,1,Moderate
66,1,19,0,1,Moderate
132,1,20,1,5,Unhealthy for Sensitive Groups
28,1,18,3,0,Good
66,1,39,3,1,Moderate
66,1,49,1,1,Moderate
59,1,23,4,1,Moderate
40,1,2,2,0,Good
54,2,27,10,1,Moderate
76,2,29,4,1,Moderate
57,1,21,0,1,Moderate
57,1,37,4,1,Moderate
44,1,32,2,0,Good
71,2,30,7,1,Moderate
50,2,32,8,0,Good
27,1,27,1,0,Good
62,2,12,20,1,Moderate
54,1,38,1,1,Moderate
49,1,23,1,0,Good
64,1,18,0,1,Moderate
54,1,31,2,1,Moderate
64,1,43,1,1,Moderate
58,1,17,3,1,Moderate
32,0,25,0,0,Good
41,1,41,0,0,Good
66,1,8,5,1,Moderate
45,1,40,2,0,Good
83,1,46,0,1,Moderate
27,1,23,0,0,Good
50,1,16,3,0,Good
76,2,64,1,1,Moderate
69,2,42,1,1,Moderate
66,2,23,13,1,Moderate
29,1,10,1,0,Good
41,1,41,0,0,Good
41,1,23,0,0,Good
59,2,22,12,1,Moderate
101,2,41,2,5,Unhealthy for Sensitive Groups
36,1,22,0,0,Good
152,3,152,1,2,Unhealthy
207,5,207,4,3,Very Unhealthy
57,1,16,1,1,Moderate
31,1,16,0,0,Good
26,1,24,1,0,Good
34,1,20,5,0,Good
164,5,164,9,2,Unhealthy
152,3,139,1,2,Unhealthy
33,1,33,2,0,Good
30,1,14,2,0,Good
50,2,16,1,0,Good
60,2,7,5,1,Moderate
105,2,105,3,5,Unhealthy for Sensitive Groups
190,2,107,1,2,Unhealthy
33,0,33,2,0,Good
45,1,15,0,0,Good
27,1,27,1,0,Good
51,1,40,3,1,Moderate
32,0,21,0,0,Good
114,4,8,34,5,Unhealthy for Sensitive Groups
50,1,46,2,0,Good
49,1,44,1,0,Good
43,1,35,1,0,Good
55,1,42,1,1,Moderate
36,2,8,1,0,Good
156,4,16,18,2,Unhealthy
31,1,31,1,0,Good
70,1,26,0,1,Moderate
83,1,14,0,1,Moderate
30,1,30,2,0,Good
59,1,20,1,1,Moderate
51,1,38,0,1,Moderate
65,1,31,2,1,Moderate
183,1,48,0,2,Unhealthy
162,4,162,1,2,Unhealthy
56,1,12,10,1,Moderate
38,1,25,3,0,Good
168,2,125,0,2,Unhealthy
37,1,25,2,0,Good
54,1,23,0,1,Moderate
41,1,41,0,0,Good
44,1,42,0,0,Good
37,1,34,2,0,Good
48,1,46,2,0,Good
50,1,32,1,0,Good
65,2,11,6,1,Moderate
72,2,20,6,1,Moderate
74,2,29,8,1,Moderate
167,7,36,4,2,Unhealthy
372,35,37,13,4,Hazardous
78,1,26,0,1,Moderate
78,1,41,1,1,Moderate
78,2,11,6,1,Moderate
63,1,42,3,1,Moderate
61,1,25,1,1,Moderate
25,0,16,1,0,Good
52,1,31,4,1,Moderate
60,1,40,2,1,Moderate
111,1,17,2,5,Unhealthy for Sensitive Groups
38,1,35,2,0,Good
59,1,28,6,1,Moderate
27,0,27,0,0,Good
16,1,9,0,0,Good
17,0,17,1,0,Good
51,1,43,1,1,Moderate
65,2,18,11,1,Moderate
118,3,7,13,5,Unhealthy for Sensitive Groups
18,1,18,1,0,Good
164,1,17,2,2,Unhealthy
151,1,43,0,2,Unhealthy
49,1,33,7,0,Good
26,1,3,1,0,Good
42,1,26,0,0,Good
32,1,32,0,0,Good
57,1,37,2,1,Moderate
58,1,35,0,1,Moderate
138,2,33,2,5,Unhealthy for Sensitive Groups
68,1,39,3,1,Moderate
53,1,11,2,1,Moderate
44,1,21,0,0,Good
42,1,42,1,0,Good
223,1,46,0,3,Very Unhealthy
76,1,40,0,1,Moderate
166,1,56,1,2,Unhealthy
58,1,44,0,1,Moderate
56,0,24,0,1,Moderate
113,1,28,1,5,Unhealthy for Sensitive Groups
101,1,27,1,5,Unhealthy for Sensitive Groups
105,1,34,0,5,Unhealthy for Sensitive Groups
33,1,33,0,0,Good
188,1,46,0,2,Unhealthy
48,1,19,7,0,Good
34,1,34,1,0,Good
73,2,10,4,1,Moderate
45,1,17,3,0,Good
68,2,68,4,1,Moderate
33,1,32,3,0,Good
48,1,37,0,0,Good
325,2,160,2,4,Hazardous
62,2,31,5,1,Moderate
47,1,47,0,0,Good
84,1,46,0,1,Moderate
142,1,27,0,5,Unhealthy for Sensitive Groups
90,0,24,0,1,Moderate
37,1,30,3,0,Good
37,1,37,0,0,Good
70,1,44,0,1,Moderate
174,1,45,0,2,Unhealthy
55,2,24,0,1,Moderate
84,1,18,1,1,Moderate
34,1,34,1,0,Good
44,1,44,0,0,Good
29,0,27,2,0,Good
43,1,31,1,0,Good
49,1,19,8,0,Good
33,1,33,2,0,Good
34,1,34,2,0,Good
101,4,20,3,5,Unhealthy for Sensitive Groups
18,0,18,0,0,Good
29,0,21,0,0,Good
82,1,53,0,1,Moderate
32,0,27,0,0,Good
500,1,50,1,4,Hazardous
21,0,21,0,0,Good
196,2,164,1,2,Unhealthy
27,1,11,0,0,Good
76,2,19,3,1,Moderate
147,2,46,1,5,Unhealthy for Sensitive Groups
171,4,171,3,2,Unhealthy
500,1,55,1,4,Hazardous
42,1,42,1,0,Good
147,1,41,0,5,Unhealthy for Sensitive Groups
38,1,23,3,0,Good
188,3,188,4,2,Unhealthy
40,1,28,3,0,Good
46,1,33,1,0,Good
35,1,35,0,0,Good
38,1,3,0,0,Good
32,0,32,1,0,Good
198,1,35,0,2,Unhealthy
35,1,14,1,0,Good
71,2,19,5,1,Moderate
76,2,24,1,1,Moderate
35,1,7,2,0,Good
21,0,7,1,0,Good
38,1,12,2,0,Good
46,1,43,0,0,Good
38,0,38,0,0,Good
29,0,29,0,0,Good
35,0,35,0,0,Good
34,1,30,5,0,Good
68,1,45,0,1,Moderate
50,1,20,5,0,Good
51,1,26,8,1,Moderate
66,0,33,0,1,Moderate
16,0,8,0,0,Good
62,1,15,9,1,Moderate
134,1,41,1,5,Unhealthy for Sensitive Groups
39,1,18,3,0,Good
35,1,35,1,0,Good
43,1,22,0,0,Good
45,1,21,3,0,Good
69,2,22,10,1,Moderate
81,2,41,11,1,Moderate
121,4,26,2,5,Unhealthy for Sensitive Groups
43,1,29,4,0,Good
59,1,43,2,1,Moderate
61,1,43,6,1,Moderate
70,1,41,4,1,Moderate
91,2,7,16,1,Moderate
42,1,42,1,0,Good
49,1,12,7,0,Good
32,1,32,0,0,Good
45,1,40,0,0,Good
31,0,31,0,0,Good
64,1,32,0,1,Moderate
44,1,44,1,0,Good
46,1,46,2,0,Good
69,1,32,5,1,Moderate
72,2,24,13,1,Moderate
28,0,26,0,0,Good
51,1,28,2,1,Moderate
14,0,14,1,0,Good
63,1,26,1,1,Moderate
500,1,64,1,4,Hazardous
73,0,27,0,1,Moderate
500,1,48,1,4,Hazardous
50,1,39,1,0,Good
17,0,17,0,0,Good
64,1,46,1,1,Moderate
39,1,31,3,0,Good
54,1,35,2,1,Moderate
76,2,32,13,1,Moderate
122,3,5,11,5,Unhealthy for Sensitive Groups
51,1,34,2,1,Moderate
73,1,23,2,1,Moderate
34,2,15,0,0,Good
44,2,26,1,0,Good
43,0,23,0,0,Good
62,1,42,2,1,Moderate
84,3,29,1,1,Moderate
57,1,29,1,1,Moderate
120,2,25,3,5,Unhealthy for Sensitive Groups
55,0,23,0,1,Moderate
156,2,117,0,2,Unhealthy
66,1,22,1,1,Moderate
74,2,11,23,1,Moderate
43,0,33,0,0,Good
31,1,31,1,0,Good
61,1,33,2,1,Moderate
67,1,33,8,1,Moderate
56,1,15,0,1,Moderate
157,2,12,3,2,Unhealthy
69,1,38,1,1,Moderate
50,1,30,0,0,Good
36,1,36,5,0,Good
41,1,38,1,0,Good
41,1,20,4,0,Good
42,1,42,0,0,Good
50,1,35,0,0,Good
54,1,47,2,1,Moderate
52,1,41,4,1,Moderate
36,1,36,3,0,Good
33,1,24,0,0,Good
68,2,5,4,1,Moderate
26,1,8,1,0,Good
99,2,57,1,1,Moderate
89,1,39,0,1,Moderate
65,2,36,0,1,Moderate
18,1,12,0,0,Good
34,0,34,1,0,Good
67,2,20,16,1,Moderate
55,1,12,11,1,Moderate
34,0,34,1,0,Good
64,1,38,0,1,Moderate
95,3,14,10,1,Moderate
30,1,30,0,0,Good
33,1,30,5,0,Good
51,1,24,0,1,Moderate
59,2,27,15,1,Moderate
40,1,40,3,0,Good
73,1,33,6,1,Moderate
73,0,23,0,1,Moderate
65,1,33,2,1,Moderate
127,2,127,1,5,Unhealthy for Sensitive Groups
54,1,28,0,1,Moderate
163,6,47,20,2,Unhealthy
150,0,31,0,2,Unhealthy
56,1,43,2,1,Moderate
152,2,134,1,2,Unhealthy
196,1,33,0,2,Unhealthy
137,1,49,1,5,Unhealthy for Sensitive Groups
34,0,34,0,0,Good
83,3,7,31,1,Moderate
63,1,35,0,1,Moderate
32,1,32,1,0,Good
54,1,25,0,1,Moderate
72,1,36,1,1,Moderate
51,1,51,1,1,Moderate
103,3,12,27,5,Unhealthy for Sensitive Groups
49,1,29,9,0,Good
154,1,117,0,2,Unhealthy
34,1,34,0,0,Good
51,1,23,1,1,Moderate
86,2,53,1,1,Moderate
31,1,31,5,0,Good
53,1,6,4,1,Moderate
90,1,46,0,1,Moderate
31,0,11,1,0,Good
32,1,4,2,0,Good
66,1,46,0,1,Moderate
56,1,40,0,1,Moderate
112,1,21,3,5,Unhealthy for Sensitive Groups
50,1,16,0,0,Good
196,2,117,0,2,Unhealthy
23,1,23,0,0,Good
36,1,33,0,0,Good
35,1,29,4,0,Good
53,1,30,5,1,Moderate
87,2,29,0,1,Moderate
154,3,91,2,2,Unhealthy
41,1,26,4,0,Good
114,3,67,2,5,Unhealthy for Sensitive Groups
328,0,29,0,4,Hazardous
73,1,40,2,1,Moderate
78,2,15,8,1,Moderate
52,1,29,9,1,Moderate
101,1,24,0,5,Unhealthy for Sensitive Groups
159,2,66,0,2,Unhealthy
166,4,156,1,2,Unhealthy
62,1,19,2,1,Moderate
25,0,25,0,0,Good
61,1,9,8,1,Moderate
69,1,36,4,1,Moderate
45,1,22,2,0,Good
86,3,20,7,1,Moderate
65,1,40,5,1,Moderate
48,1,28,8,0,Good
25,1,25,1,0,Good
25,0,7,1,0,Good
43,1,43,1,0,Good
27,0,27,1,0,Good
59,1,45,0,1,Moderate
73,3,9,6,1,Moderate
64,1,42,2,1,Moderate
150,2,83,0,2,Unhealthy
116,3,116,2,5,Unhealthy for Sensitive Groups
161,3,159,0,2,Unhealthy
52,1,29,9,1,Moderate
102,1,37,0,5,Unhealthy for Sensitive Groups
181,4,181,3,2,Unhealthy
92,1,37,2,1,Moderate
45,1,45,1,0,Good
172,4,157,1,2,Unhealthy
46,0,46,0,0,Good
56,1,41,1,1,Moderate
59,2,29,0,1,Moderate
34,1,34,4,0,Good
86,1,46,1,1,Moderate
78,1,39,1,1,Moderate
56,1,20,7,1,Moderate
58,1,35,3,1,Moderate
151,1,22,0,2,Unhealthy
24,0,16,0,0,Good
70,1,29,4,1,Moderate
32,1,32,4,0,Good
37,1,8,0,0,Good
34,1,34,3,0,Good
86,2,4,8,1,Moderate
31,1,31,3,0,Good
92,2,49,1,1,Moderate
117,1,17,4,5,Unhealthy for Sensitive Groups
45,1,45,0,0,Good
144,8,19,5,5,Unhealthy for Sensitive Groups
42,0,25,1,0,Good
62,1,35,0,1,Moderate
37,1,37,1,0,Good
76,1,44,0,1,Moderate
71,2,35,0,1,Moderate
51,0,16,0,1,Moderate
59,1,15,1,1,Moderate
47,1,38,1,0,Good
53,1,48,0,1,Moderate
